name,region,rating,Red_Wine
Gorman The Devil You Don't Know Red Blend 2010,"Columbia Valley, Washington",93,1
Gorman The Evil Twin 2008,"Yakima Valley, Columbia Valley, Washington",94,1
Gorman The Evil Twin 2010,"Yakima Valley, Columbia Valley, Washington",93,1
Gorman The Pixie Red Mountain Syrah 2010,"Columbia Valley, Washington",90,1
Gorman Zachary's Ladder 2008,"Columbia Valley, Washington",90,1
Gosset Brut Excellence,"Champagne, France",90,0
Gosset Brut Excellence (375ML half-bottle),"Champagne, France",90,0
Gosset Celebris Brut 1990,"Champagne, France",91,0
Gosset Celebris Brut 1995,"Champagne, France",93,0
Gosset Celebris Brut 1995,"Champagne, France",90,0
Gosset Celebris Extra Brut 2004,"Champagne, France",93,0
Gosset Celebris Extra Brut Rose 2007,"Champagne, France",90,0
Gosset Cuvee Brut 15 Ans de Cave a Minima,"Champagne, France",93,0
Gosset Grand Blanc de Blancs Brut,"Champagne, France",92,0
Gosset Grand Blanc de Noirs Extra Brut,"Champagne, France",92,0
Gosset Grand Millesime Brut 1996,"Champagne, France",90,0
Gosset Grand Millesime Brut 1999,"Champagne, France",90,0
Gosset Grand Millesime Brut 2000,"Champagne, France",90,0
Gosset Grand Millesime Brut 2006,"Champagne, France",93,0
Gosset Grand Millesime Brut 2012,"Champagne, France",93,0
Gosset Celebris Extra Brut with Gift Box 2002,"Champagne, France",96,0
Gosset Grande Reserve (375ML half-bottle),"Champagne, France",91,0
Gosset Grande Reserve Brut,"Champagne, France",90,0
Gosset Grande Rose Brut (375ML half-bottle),"Champagne, France",92,0
Gotham Langhhorne Creek Cabernet Sauvignon 2009,"McLaren Vale, South Australia, Australia",90,1
Gotham Langhhorne Creek Shiraz 2009,"McLaren Vale, South Australia, Australia",90,1
Gotham McLaren Vale Shiraz 2009,"McLaren Vale, South Australia, Australia",90,1
Gotham Old Vine Reserve Grenache 2007,"Barossa Valley, Barossa, South Australia, Australia",90,1
Gouguenheim Red Melosa Flores del Valle 2006,Argentina,90,1
Gould Campbell Vintage Port (375ML half-bottle) 2003,Portugal,91,0
Goutorbe Cuvee Prestige,"Champagne, France",90,0
Gradis'ciutta Friulano 2016,"Colli Orientali del Friuli, Friuli-Venezia Giulia, Italy",91,0
Gradis'ciutta Malvasia 2016,"Colli Orientali del Friuli, Friuli-Venezia Giulia, Italy",90,0
Gradis'ciutta Ribolla Gialla 2016,"Colli Orientali del Friuli, Friuli-Venezia Giulia, Italy",90,0
Graffigna Centenario Reserve Malbec 2008,Argentina,90,1
Graffigna Grand Reserve Malbec 2007,Argentina,90,1
Graffito Malbec 2011,Argentina,90,1
Graffito Malbec 2012,Argentina,90,1
Graffito Malbec 2013,"Mendoza, Argentina",90,1
Graffito Malbec 2014,"Uco Valley, Mendoza, Argentina",92,1
Graffito Malbec 2016,"Uco Valley, Mendoza, Argentina",90,1
Graham Beck Blanc de Blancs 2009,South Africa,90,0
Graham Beck Methode Cap Classique Brut Rose 2011,South Africa,90,0
Graham Beck Shiraz 2003,South Africa,90,1
Graham Beck The Joshua Old Vine Shiraz 2003,South Africa,90,1
Graham Beck The Ridge Syrah 2008,South Africa,90,1
Graham's 20 Year Old Tawny Port,"Douro, Portugal",90,0
Graham's 10 Year Old Tawny Port,"Douro, Portugal",90,0
Graham's 20 Year Old Tawny Port (375ML half-bottle),"Douro, Portugal",90,0
Graham's 30 Year Old Tawny Port,"Douro, Portugal",94,0
Graham's 40 Year Old Tawny Port,"Douro, Portugal",94,0
Graham's Late Bottled Vintage 2009,"Douro, Portugal",90,0
Graham's Late Bottled Vintage 2011,"Douro, Portugal",90,0
Graham's Late Bottled Vintage 2012,"Douro, Portugal",92,0
Graham's Quinta Dos Malvedos Vintage Port 2001,"Douro, Portugal",92,0
Graham's Quinta Dos Malvedos Vintage Port 2004,"Douro, Portugal",92,0
Graham's Quinta Dos Malvedos Vintage Port 2009,"Douro, Portugal",92,0
Graham's Quinta Dos Malvedos Vintage Port (375ML half-bottle) 2001,"Douro, Portugal",92,0
Graham's Single Harvest Tawny 1972,"Douro, Portugal",93,0
Graham's Six Grapes Old Vines Port,"Douro, Portugal",91,0
Graham's Six Grapes Reserve Port,"Douro, Portugal",91,0
Graham's Six Grapes Reserve Port (187ML Split),"Douro, Portugal",91,0
Graham's Six Grapes Reserve Port (375ML half-bottle),"Douro, Portugal",91,0
Graham's Stone Terraces Vintage Port 2011,"Douro, Portugal",96,0
Graham's Stone Terraces Vintage Port 2015,"Douro, Portugal",95,0
Graham's Six Grapes Special River Quintas Edition Reserve Port,"Douro, Portugal",92,0
Graham's Vintage Port (1.5 Liter Magnum) 2007,"Douro, Portugal",95,0
Graham's Vintage Port (1.5 Liter Magnum) 2011,"Douro, Portugal",94,0
Graham's Vintage Port (1.5 Liter Magnum) 1977,"Douro, Portugal",95,0
Graham's Vintage Port 1963,"Douro, Portugal",96,0
Graham's Vintage Port 1970,"Douro, Portugal",94,0
Graham's Vintage Port 1980,"Douro, Portugal",90,0
Graham's Vintage Port 1980,"Douro, Portugal",90,0
Graham's Vintage Port 1985,"Douro, Portugal",96,0
Graham's Vintage Port 1983,"Douro, Portugal",92,0
Graham's Vintage Port 1991,"Douro, Portugal",93,0
Graham's Vintage Port 1997,"Douro, Portugal",93,0
Graham's Vintage Port 1994,"Douro, Portugal",95,0
Graham's Vintage Port 2000,"Douro, Portugal",94,0
Graham's Vintage Port 2011,"Douro, Portugal",94,0
Graham's Vintage Port 2017,"Douro, Portugal",93,0
Graham's Vintage Port (375ML half-bottle) 1997,"Douro, Portugal",90,0
Graham's Vintage Port (375ML half-bottle) 2000,"Douro, Portugal",94,0
Graham's Vintage Port (375ML half-bottle) 2003,"Douro, Portugal",95,0
Graham's Vintage Port (375ML half-bottle) 2007,"Douro, Portugal",95,0
Graham's Vintage Port (375ML half-bottle) 2011,"Douro, Portugal",94,0
Graham's Vintage Port (stained label) 1977,"Douro, Portugal",91,0
Gramercy Cellars Cabernet Sauvignon 2013,"Columbia Valley, Washington",92,1
Gramercy Cellars Cabernet Sauvignon 2015,"Columbia Valley, Washington",91,1
Gramercy Cellars Cabernet Sauvignon 2014,"Columbia Valley, Washington",93,1
Gramercy Cellars Columbia Valley Syrah 2013,"Columbia Valley, Washington",93,1
Gramercy Cellars Columbia Valley Syrah 2014,"Columbia Valley, Washington",91,1
Gramercy Cellars John Lewis Syrah 2015,"Walla Walla Valley, Columbia Valley, Washington",91,1
Gramercy Cellars John Lewis Syrah 2016,"Walla Walla Valley, Columbia Valley, Washington",94,1
Gramercy Cellars John Lewis Walla Walla Valley Syrah 2010,"Walla Walla Valley, Columbia Valley, Washington",95,1
Gramercy Cellars Lagniappe Syrah 2010,"Columbia Valley, Washington",95,1
Gramercy Cellars Lagniappe Syrah 2011,"Columbia Valley, Washington",90,1
Gramercy Cellars Lagniappe Syrah 2012,"Columbia Valley, Washington",90,1
Gramercy Cellars Lagniappe Syrah 2013,"Columbia Valley, Washington",90,1
Gramercy Cellars Lagniappe Syrah 2014,"Columbia Valley, Washington",92,1
Gramercy Cellars Lagniappe Syrah 2015,"Columbia Valley, Washington",90,1
Gramercy Cellars Lower East Cabernet Sauvignon 2013,"Walla Walla Valley, Columbia Valley, Washington",92,1
Gramercy Cellars Lower East Cabernet Sauvignon 2014,"Walla Walla Valley, Columbia Valley, Washington",91,1
Gramercy Cellars Lower East Cabernet Sauvignon 2016,"Walla Walla Valley, Columbia Valley, Washington",91,1
Gramercy Cellars Lower East Syrah 2014,"Columbia Valley, Washington",91,1
Gramercy Cellars Olsen Vineyard Rose 2017,"Columbia Valley, Washington",90,0
Gramercy Cellars The Deuce Syrah 2012,"Walla Walla Valley, Columbia Valley, Washington",91,1
Gramercy Cellars The Deuce Syrah 2013,"Walla Walla Valley, Columbia Valley, Washington",93,1
Gramercy Cellars The Deuce Syrah 2015,"Walla Walla Valley, Columbia Valley, Washington",92,1
Gramercy Cellars The Third Man GSM 2011,"Walla Walla Valley, Columbia Valley, Washington",92,1
Gramercy Cellars The Deuce Syrah 2014,"Walla Walla Valley, Columbia Valley, Washington",93,1
Gramercy Cellars The Third Man GSM 2015,"Walla Walla Valley, Columbia Valley, Washington",90,1
Gramercy Cellars The Third Man GSM 2014,"Walla Walla Valley, Columbia Valley, Washington",91,1
Gramercy Cellars The Third Man GSM 2017,"Walla Walla Valley, Columbia Valley, Washington",90,1
Gramercy Cellars Walla Walla Syrah 2007,"Walla Walla Valley, Columbia Valley, Washington",94,1
Gramercy Cellars Walla Walla Syrah 2008,"Walla Walla Valley, Columbia Valley, Washington",93,1
Gramercy Cellars Walla Walla Syrah 2009,"Walla Walla Valley, Columbia Valley, Washington",92,1
Gramercy Cellars Walla Walla Syrah 2012,"Walla Walla Valley, Columbia Valley, Washington",94,1
Gramona Cava Brut Gran Reserva Celler Batlle 2002,Spain,95,0
Gramona Enoteca Gran Reserva 2000,Spain,93,0
Gramona Enoteca Gran Reserva 2001,Spain,93,0
Gramona Gessami Blanco Penedes 2004,Spain,90,0
Gramona Grand Cuvee Cava 2007,Spain,90,0
Gramona Grand Cuvee Cava 2008,Spain,90,0
Gramona III Lustros 2007,"Penedes, Spain",93,0
Gramona III Lustros 2005,Spain,95,0
Gramona III Lustros 2010,"Penedes, Spain",93,0
Gramona Imperial Gran Reserva Cava 2004,Spain,93,0
Gramona Imperial Gran Reserva Cava 2006,Spain,91,0
Gramona Imperial Gran Reserva Cava 2007,Spain,90,0
Gramona Imperial Gran Reserva Cava 2011,Spain,90,0
Gran Moraine Estate Reserve Pinot Noir 2013,"Willamette Valley, Oregon",92,1
Gran Moraine Rose of Pinot Noir 2016,"Yamhill-Carlton District, Willamette Valley, Oregon",90,0
Gran Moraine Yamhill-Carlton Chardonnay 2013,"Yamhill-Carlton District, Willamette Valley, Oregon",92,0
Gran Moraine Yamhill-Carlton Chardonnay 2014,"Yamhill-Carlton District, Willamette Valley, Oregon",92,0
Gran Moraine Yamhill-Carlton Chardonnay 2017,"Yamhill-Carlton District, Willamette Valley, Oregon",91,0
Gran Moraine Yamhill-Carlton Pinot Noir 2013,"Yamhill-Carlton District, Willamette Valley, Oregon",91,1
Gran Moraine Yamhill-Carlton Pinot Noir 2014,"Yamhill-Carlton District, Willamette Valley, Oregon",92,1
Gran Moraine Yamhill-Carlton Pinot Noir 2015,"Yamhill-Carlton District, Willamette Valley, Oregon",91,1
Gran Moraine Yamhill-Carlton Pinot Noir 2016,"Yamhill-Carlton District, Willamette Valley, Oregon",90,1
Gran Moraine Yamhill-Carlton Pinot Noir 2017,"Yamhill-Carlton District, Willamette Valley, Oregon",92,1
Granbazan Etiqueta Ambar Albarino 2014,"Rias Baixas, Spain",90,0
Granbazan Etiqueta Ambar Albarino 2015,"Rias Baixas, Spain",91,0
Granbazan Etiqueta Verde Albarino 2015,"Rias Baixas, Spain",90,0
Grand Archer Chardonnay 2001,"Sonoma County, California",90,0
Grand Cros L'Esprit de Provence Rose 2014,"Cotes de Provence, Provence, South of France, France",91,0
Grand Reve Collaboration Series III Ciel du Cheval Vineyard Syrah 2008,"Red Mountain, Yakima Valley, Columbia Valley, Washington",92,1
Grand Reve Collaboration Series Reserve Cabernet Sauvignon 2007,"Red Mountain, Yakima Valley, Columbia Valley, Washington",96,1
Grand Reve Collaboration Series V 2008,"Red Mountain, Yakima Valley, Columbia Valley, Washington",94,1
Grangehurst Stellenbosch Nikela Red Blend 2000,South Africa,92,1
Grans-Fassian Apotheke Spatlese Riesling 2014,"Mosel, Germany",91,0
Grans-Fassian Estate Riesling 2014,"Mosel, Germany",90,0
Grans-Fassian Trittenheimer Kabinett Riesling 2015,"Mosel, Germany",94,0
Grans-Fassian Riesling 2007,"Mosel, Germany",90,0
Grant Burge Meshach Shiraz 2001,"Barossa Valley, Barossa, South Australia, Australia",94,1
Grant Burge Meshach Shiraz 2002,"Barossa Valley, Barossa, South Australia, Australia",93,1
Grant Burge Riesling Thorn Eden Valley 2002,"Eden Valley, Barossa, South Australia, Australia",90,0
Granville Holstein Vineyard Pinot Noir 2017,"Willamette Valley, Oregon",91,1
Grassi Cabernet Sauvignon 2013,"Napa Valley, California",90,1
Gratien Blanc de Blanc,"Champagne, France",91,0
Gratien Brut Rose,"Champagne, France",91,0
Gratien Cuvee Paradis Brut,"Champagne, France",90,0
Gratien Cuvee Paradis Rose Brut,"Champagne, France",92,0
Gravel Bar Estate Reserve Cabernet Sauvignon 2016,"Red Mountain, Yakima Valley, Columbia Valley, Washington",91,1
Green & Red Catacula Vineyard Sauvignon Blanc 2015,"Napa Valley, California",91,0
Green & Red Catacula Vineyard Sauvignon Blanc 2017,"Napa Valley, California",92,0
Green & Red Chiles Canyon Vineyard Zinfandel 2007,"Napa Valley, California",92,1
Green & Red Chiles Canyon Vineyards Zinfandel 2013,"Napa Valley, California",92,1
Green & Red Chiles Canyon Vineyards Zinfandel 2014,"Napa Valley, California",90,1
Green & Red Chiles Mill Vineyards Zinfandel 2014,"Napa Valley, California",92,1
Green & Red Tip Top Vineyard Zinfandel 2013,"Napa Valley, California",94,1
Green & Red Tip Top Vineyard Zinfandel 2012,"Napa Valley, California",92,1
Green Point Cabernet/Shiraz 2005,Australia,90,1
Green Point Reserve Shiraz 2004,"Yarra Valley, Victoria, Australia",93,1
Green Point Reserve Shiraz 2005,"Yarra Valley, Victoria, Australia",91,1
Green Point Shiraz 2002,Australia,93,1
Greenock Creek Alices Shiraz 2000,"Barossa Valley, Barossa, South Australia, Australia",90,1
Greenock Creek Alices Shiraz 2001,"Barossa Valley, Barossa, South Australia, Australia",98,1
Greenock Creek Alices Shiraz 2002,"Barossa Valley, Barossa, South Australia, Australia",96,1
Greenock Creek Alices Shiraz 2004,"Barossa Valley, Barossa, South Australia, Australia",98,1
Greenock Creek Alice's Shiraz 2003,"Barossa Valley, Barossa, South Australia, Australia",97,1
Greenock Creek Apricot Block Shiraz 1998,"Barossa Valley, Barossa, South Australia, Australia",94,1
Greenock Creek Alices Shiraz 2005,"Barossa Valley, Barossa, South Australia, Australia",93,1
Greenock Creek Apricot Block Shiraz 2000,"Barossa Valley, Barossa, South Australia, Australia",96,1
Greenock Creek Apricot Block Shiraz 2001,"Barossa Valley, Barossa, South Australia, Australia",99,1
Greenock Creek Apricot Block Shiraz 2002,"Barossa Valley, Barossa, South Australia, Australia",96,1
Greenock Creek Apricot Block Shiraz 2004,"Barossa Valley, Barossa, South Australia, Australia",95,1
Greenock Creek Cabernet Sauvignon 1998,Australia,90,1
Greenock Creek Cabernet Sauvignon 1997,"Barossa Valley, Barossa, South Australia, Australia",92,1
Greenock Creek Cabernet Sauvignon 2001,Australia,93,1
Greenock Creek Cabernet Sauvignon 2002,Australia,92,1
Greenock Creek Cornerstone Grenache 2004,"Barossa Valley, Barossa, South Australia, Australia",91,1
Greenock Creek Cornerstone Grenache 2006,"Barossa Valley, Barossa, South Australia, Australia",94,1
Greenock Creek Creek Block Shiraz 1997,"Barossa Valley, Barossa, South Australia, Australia",94,1
Greenock Creek Creek Block Shiraz 2002,"Barossa Valley, Barossa, South Australia, Australia",96,1
Greenock Creek Creek Block Shiraz 2004,"Barossa Valley, Barossa, South Australia, Australia",99,1
Greenock Creek Roennfeldt Road Shiraz 1997,"Barossa Valley, Barossa, South Australia, Australia",98,1
Greenock Creek Roennfeldt Road Shiraz 1999,"Barossa Valley, Barossa, South Australia, Australia",98,1
Greenock Creek Roennfeldt Road Shiraz 2000,"Barossa Valley, Barossa, South Australia, Australia",93,1
Greenock Creek Roennfeldt Road Shiraz 2001,"Barossa Valley, Barossa, South Australia, Australia",99,1
Greenock Creek Seven Acres Shiraz 1997,"Barossa Valley, Barossa, South Australia, Australia",95,1
Greenock Creek Seven Acres Shiraz 1998,"Barossa Valley, Barossa, South Australia, Australia",96,1
Greenock Creek Seven Acres Shiraz 2001,"Barossa Valley, Barossa, South Australia, Australia",98,1
Greenock Creek Seven Acres Shiraz 2005,"Barossa Valley, Barossa, South Australia, Australia",96,1
Greenwood Ridge Estate Bottled White Riesling 2000,"North Coast, California",91,0
Greenwood Ridge Estate Cabernet Sauvignon 1999,"North Coast, California",92,1
Greg Norman Estates Camatta Hills Vineyard Reserve Syrah 2005,"Central Coast, California",90,1
Greg Norman Estates Limestone Coast Cabernet/Merlot 2003,"Limestone Coast, South Australia, Australia",91,1
Greg Norman Estates Limestone Coast Cabernet/Merlot 2007,"Limestone Coast, South Australia, Australia",90,1
Greg Norman Estates Limestone Coast Cabernet/Merlot 2012,"Limestone Coast, South Australia, Australia",90,1
Greg Norman Estates Limestone Coast Shiraz 2002,"Limestone Coast, South Australia, Australia",90,1
Greg Norman Estates Limestone Coast Shiraz 2003,"Limestone Coast, South Australia, Australia",90,1
Greg Norman Estates Limestone Coast Shiraz 2007,"Limestone Coast, South Australia, Australia",90,1
Greg Norman Estates Limestone Coast Shiraz 2012,"Limestone Coast, South Australia, Australia",90,1
Greg Norman Estates Limestone Coast Shiraz 2018,"Limestone Coast, South Australia, Australia",90,1
Greg Norman Estates Reserve Shiraz 2001,"South East Australia, Australia",91,1
Greg Norman Estates Shiraz/Cabernet 2007,"Limestone Coast, South Australia, Australia",90,1
Greg Norman Estates Shiraz/Cabernet 2010,"Limestone Coast, South Australia, Australia",90,1
Gregory Graham Moscato del Fresco (375ML half-bottle) 2014,"Lake County, North Coast, California",92,0
Gregory Graham Sangiacomo Vineyard Chardonnay 2017,"Carneros, California",90,0
Greystone Cellars Chardonnay 2009,California,90,0
Greystone Cellars Chardonnay 2015,California,91,0
Greywacke Chardonnay 2011,"Marlborough, New Zealand",91,0
Greywacke Chardonnay 2012,"Marlborough, New Zealand",92,0
Greywacke Chardonnay 2013,"Marlborough, New Zealand",91,0
Greywacke Chardonnay 2014,"Marlborough, New Zealand",90,0
Greywacke Pinot Gris 2011,"Marlborough, New Zealand",92,0
Greywacke Pinot Gris 2013,"Marlborough, New Zealand",90,0
Greywacke Pinot Gris 2014,"Marlborough, New Zealand",92,0
Greywacke Pinot Gris 2015,"Marlborough, New Zealand",90,0
Greywacke Pinot Noir 2010,"Marlborough, New Zealand",90,1
Greywacke Pinot Noir 2012,"Marlborough, New Zealand",90,1
Greywacke Pinot Noir 2013,"Marlborough, New Zealand",90,1
Greywacke Pinot Noir 2014,"Marlborough, New Zealand",91,1
Greywacke Pinot Noir 2015,"Marlborough, New Zealand",90,1
Greywacke Pinot Noir 2016,"Marlborough, New Zealand",91,1
Greywacke Sauvignon Blanc 2010,"Marlborough, New Zealand",90,0
Greywacke Sauvignon Blanc 2012,"Marlborough, New Zealand",91,0
Greywacke Sauvignon Blanc 2013,"Marlborough, New Zealand",90,0
Greywacke Sauvignon Blanc 2014,"Marlborough, New Zealand",90,0
Greywacke Sauvignon Blanc 2015,"Marlborough, New Zealand",91,0
Greywacke Sauvignon Blanc 2016,"Marlborough, New Zealand",90,0
Greywacke Sauvignon Blanc 2017,"Marlborough, New Zealand",90,0
Greywacke Sauvignon Blanc 2018,"Marlborough, New Zealand",91,0
Greywacke Wild Sauvignon 2013,"Marlborough, New Zealand",91,0
Greywacke Wild Sauvignon 2014,"Marlborough, New Zealand",91,0
Greywacke Wild Sauvignon 2015,"Marlborough, New Zealand",91,0
Greywacke Wild Sauvignon 2016,"Marlborough, New Zealand",90,0
Grgich Hills Estate 40th Anniversary Chardonnay 2014,"Napa Valley, California",90,0
Grgich Hills Estate Cabernet Sauvignon (1.5 Liter Magnum) 2005,"Napa Valley, California",92,1
Grgich Hills Estate Cabernet Sauvignon (1.5 Liter Magnum) 1995,"Napa Valley, California",91,1
Grgich Hills Estate Cabernet Sauvignon (1.5 Liter Magnum) 2009,"Napa Valley, California",90,1
Grgich Hills Estate Cabernet Sauvignon (1.5 Liter Magnum) 2010,"Napa Valley, California",91,1
Grgich Hills Estate Cabernet Sauvignon (1.5 Liter Magnum) 2013,"Napa Valley, California",90,1
Grgich Hills Estate Cabernet Sauvignon (1.5 Liter Magnum) 2014,"Napa Valley, California",91,1
Grgich Hills Estate Cabernet Sauvignon (1.5 Liter Magnum) 2015,"Napa Valley, California",92,1
Grgich Hills Estate Cabernet Sauvignon 1995,"Napa Valley, California",91,1
Grgich Hills Estate Cabernet Sauvignon 1997,"Napa Valley, California",94,1
Grgich Hills Estate Cabernet Sauvignon 1999,"Napa Valley, California",92,1
Grgich Hills Estate Cabernet Sauvignon 2001,"Napa Valley, California",94,1
Grgich Hills Estate Cabernet Sauvignon 2002,"Napa Valley, California",92,1
Grgich Hills Estate Cabernet Sauvignon 2008,"Napa Valley, California",90,1
Grgich Hills Estate Cabernet Sauvignon 2009,"Napa Valley, California",90,1
Grgich Hills Estate Cabernet Sauvignon 2010,"Napa Valley, California",91,1
Grgich Hills Estate Cabernet Sauvignon 2013,"Napa Valley, California",90,1
Grgich Hills Estate Cabernet Sauvignon 2014,"Napa Valley, California",91,1
Grgich Hills Estate Cabernet Sauvignon 2015,"Napa Valley, California",92,1
Grgich Hills Estate Cabernet Sauvignon (3 Liter Bottle) 2004,"Napa Valley, California",94,1
Grgich Hills Estate Cabernet Sauvignon (3 Liter Bottle) 2013,"Napa Valley, California",90,1
Grgich Hills Estate Cabernet Sauvignon (375ML half-bottle) 2008,"Napa Valley, California",90,1
Grgich Hills Estate Cabernet Sauvignon (375ML half-bottle) 2010,"Napa Valley, California",91,1
Grgich Hills Estate Cabernet Sauvignon (375ML half-bottle) 2013,"Napa Valley, California",90,1
Grgich Hills Estate Cabernet Sauvignon (375ML half-bottle) 2014,"Napa Valley, California",91,1
Grgich Hills Estate Cabernet Sauvignon (half-bottle) 1995,"Napa Valley, California",91,1
Grgich Hills Estate Cabernet Sauvignon (half-bottle) 1997,"Napa Valley, California",94,1
Grgich Hills Estate Cabernet Sauvignon (half-bottle) 1999,"Napa Valley, California",92,1
Grgich Hills Estate Cabernet Sauvignon (half-bottle) 2003,"Napa Valley, California",94,1
Grgich Hills Estate Cabernet Sauvignon(half-bottle) 1999,"Napa Valley, California",92,1
Grgich Hills Estate Cabernet Sauvignon(half-bottle) 2001,"Napa Valley, California",94,1
Grgich Hills Estate Carneros Selection Chardonnay 2009,"Carneros, California",90,0
Grgich Hills Estate Chardonnay (1.5 Liter Magnum) 2009,"Napa Valley, California",91,0
Grgich Hills Estate Chardonnay (1.5 Liter Magnum) 2012,"Napa Valley, California",92,0
Grgich Hills Estate Chardonnay (1.5 Liter Magnum) 2013,"Napa Valley, California",90,0
Grgich Hills Estate Chardonnay (1.5 Liter Magnum) 2014,"Napa Valley, California",92,0
Grgich Hills Estate Chardonnay 1997,"Napa Valley, California",91,0
Grgich Hills Estate Chardonnay 2000,"Napa Valley, California",91,0
Grgich Hills Estate Chardonnay 2001,"Napa Valley, California",91,0
Grgich Hills Estate Chardonnay 2009,"Napa Valley, California",91,0
Grgich Hills Estate Chardonnay 2012,"Napa Valley, California",92,0
Grgich Hills Estate Chardonnay 2013,"Napa Valley, California",90,0
Grgich Hills Estate Chardonnay 2014,"Napa Valley, California",92,0
Grgich Hills Estate Chardonnay 2015,"Napa Valley, California",95,0
Grgich Hills Estate Chardonnay 2016,"Napa Valley, California",92,0
Grgich Hills Estate Chardonnay 2017,"Napa Valley, California",93,0
Grgich Hills Estate Chardonnay (375ML half-bottle) 2012,"Napa Valley, California",92,0
Grgich Hills Estate Chardonnay (375ML half-bottle) 2014,"Napa Valley, California",92,0
Grgich Hills Estate Chardonnay (375ML half-bottle) 2017,"Napa Valley, California",93,0
Grgich Hills Estate Chardonnay (375ML half-bottle) 2015,"Napa Valley, California",95,0
Grgich Hills Estate Chardonnay (half-bottle) 1997,"Napa Valley, California",91,0
Grgich Hills Estate Essence Sauvignon Blanc 2012,California,90,0
Grgich Hills Estate Fume Blanc 2000,"Napa Valley, California",90,0
Grgich Hills Estate Fume Blanc 2004,"Napa Valley, California",92,0
Grgich Hills Estate Fume Blanc 2005,"Napa Valley, California",90,0
Grgich Hills Estate Fume Blanc 2006,"Napa Valley, California",91,0
Grgich Hills Estate Fume Blanc 2010,"Napa Valley, California",93,0
Grgich Hills Estate Fume Blanc 2012,"Napa Valley, California",90,0
Grgich Hills Estate Fume Blanc 2013,"Napa Valley, California",92,0
Grgich Hills Estate Fume Blanc 2014,"Napa Valley, California",91,0
Grgich Hills Estate Fume Blanc 2015,"Napa Valley, California",91,0
Grgich Hills Estate Fume Blanc 2016,"Napa Valley, California",91,0
Grgich Hills Estate Fume Blanc 2017,"Napa Valley, California",92,0
Grgich Hills Estate Fume Blanc (375ML half-bottle) 2002,"Napa Valley, California",90,0
Grgich Hills Estate Fume Blanc (375ML half-bottle) 2005,"Napa Valley, California",90,0
Grgich Hills Estate Fume Blanc (375ML half-bottle) 2006,"Napa Valley, California",91,0
Grgich Hills Estate Fume Blanc (375ML half-bottle) 2013,"Napa Valley, California",92,0
Grgich Hills Estate Fume Blanc (375ML half-bottle) 2014,"Napa Valley, California",91,0
Grgich Hills Estate Merlot 2001,"Napa Valley, California",91,1
Grgich Hills Estate Merlot 2010,"Napa Valley, California",92,1
Grgich Hills Estate Merlot 2012,"Napa Valley, California",90,1
Grgich Hills Estate Merlot 2015,"Napa Valley, California",90,1
Grgich Hills Estate Merlot (375ML half-bottle) 2012,"Napa Valley, California",90,1
Grgich Hills Estate Miljenko's Vineyard Petite Sirah 2008,California,93,1
Grgich Hills Estate Miljenko's Vineyard Petite Sirah 2009,California,90,1
Grgich Hills Estate Sauvignon Blanc (375ML half-bottle) 2018,"Napa Valley, California",91,0
Grgich Hills Estate Violetta - Late Harvest (375ML half-bottle) 2008,"Napa Valley, California",90,0
Grgich Hills Estate Violetta - Late Harvest Riesling (half-bottle) 2000,"Napa Valley, California",93,0
Grgich Hills Estate Yountville Old Vine Cabernet Sauvignon 2012,"Yountville, Napa Valley, California",92,1
Grgich Hills Estate Yountville Selection Cabernet Sauvignon (1.5 Liter Magnum) 2005,"Napa Valley, California",95,1
Grgich Hills Estate Yountville Selection Cabernet Sauvignon 1994,"Napa Valley, California",91,1
Grgich Hills Estate Yountville Selection Cabernet Sauvignon 1995,"Napa Valley, California",91,1
Grgich Hills Estate Yountville Selection Cabernet Sauvignon 2004,"Napa Valley, California",91,1
Grgich Hills Estate Yountville Selection Cabernet Sauvignon 2005,"Napa Valley, California",96,1
Grgich Hills Estate Yountville Selection Cabernet Sauvignon 2005,"Napa Valley, California",95,1
Grgich Hills Estate Yountville Selection Cabernet Sauvignon 2011,"Yountville, Napa Valley, California",94,1
Grgich Hills Estate Yountville Selection Cabernet Sauvignon 2010,"Yountville, Napa Valley, California",91,1
Grgich Hills Estate Zinfandel 2009,"Napa Valley, California",92,1
Grgich Hills Estate Zinfandel 2012,"Napa Valley, California",90,1
Grgich Hills Estate Zinfandel 2013,"Napa Valley, California",92,1
Grgich Hills Estate Zinfandel 2008,"Napa Valley, California",91,1
Grgich Hills Estate Zinfandel (375ML half-bottle) 2013,"Napa Valley, California",92,1
Grgich Hills Estate Zinfandel (375ML half-bottle) 2017,"Napa Valley, California",93,1
Grieve Family Winery Merlot 2012,"Napa Valley, California",93,1
Grieve Family Winery Sauvignon Blanc 2013,"Napa Valley, California",91,0
Grifalco Aglianico del Vulture Damaschito 2009,"Basilicata, Italy",91,1
Griffin Creek Merlot 1996,"Rogue Valley, Oregon",91,1
Griffin Creek Merlot 1999,"Rogue Valley, Oregon",90,1
Grimm's Bluff Cliff Hanger Cabernet Sauvignon 2014,"Happy Canyon, Santa Barbara, Central Coast, California",92,1
Grimm's Bluff Contango Cabernet Sauvignon 2014,"Happy Canyon, Santa Barbara, Central Coast, California",92,1
Grimm's Bluff Estate Sauvignon Blanc 2015,"Happy Canyon, Santa Barbara, Central Coast, California",90,0
Groom Sauvignon Blanc 2010,"Adelaide Hills, South Australia, Australia",90,0
